Country,B-G Namespace,Year,Air Quality Network,Air Quality Network Name,Timezone,Air Quality Station EoI Code,Air Quality Station Nat Code,Air Quality Station Name,Sampling Point Id,Air Pollutant,Longitude,Latitude,Altitude,Altitude Unit,Air Quality Station Area,Air Quality Station Type,Operational Activity Begin,Operational Activity End,Sample Id,Inlet Height,Inlet Height Unit,Building Distance,Building Distance Unit,Kerb Distance,Kerb Distance Unit,Distance Source,Distance Source Unit,Main Emission Sources,Heating Emissions,Heating Emissions Unit,Mobile,Traffic Emissions,Traffic Emissions Unit,Industrial Emissions,Industrial Emissions Unit,Municipality,Dispersion Local,Dispersion Regional,Distance Junction,Distance Junction Unit,Heavy Duty Fraction,Height Facades,Street Width,Traffic Speed,Traffic Volume,Process Id,Process Activity Begin,Process Activity End,Measurement Type,Measurement Method,Other Measurement Method,Measurement Equipment,Other Measurement Equipment,Sampling Method,Other Sampling Method,Analytical Technique,Other Analytical Technique,Equivalence Demonstrated,Demonstration Report,Detection Limit,Detection Limit Unit,Documentation,QA Report,Duration,Duration Unit,Cadence,Cadence Unit,Source Data URL,Imported
"Ireland","http://erc.epa.ie/airquality/ipr","2023","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","UTC","IE0090A","IE0090A","Monaghan Kilkitt Waterworks","SPO.IE.IE0090ASample2_5655","Indeno-(1,2,3-cd)pyrene in PM","-6.88306","54.06611","170.0","m","rural-remote","background","03/01/1994 00:00:00","","SAM.IE.IE0090ASAMPLE2","1.6","m","0.5","m","0.0","m","","","Other sectors","","","0","","","","","","","","","","","","","","","SPP.IE.IE0090ASample2_5655","03/01/1994 00:00:00","","active","","","","","LVSauto2.3","","GC-MS","","ref","http://www.epa.ie/air/ipr","14.9","ug.m-3","No comment","http://www.epa.ie/air/ipr","1","other","1","other","http://cdr.eionet.europa.eu/ie/eu/aqd/d/envzthjka/IE_AQD_DatasetD_2023_retro_v2.xml","05/09/2024 03:02:26"
"Ireland","http://erc.epa.ie/airquality/ipr","2023","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","UTC","IE0090A","IE0090A","Monaghan Kilkitt Waterworks","SPO.IE.IE0090ASample2_5759","Benzo(j)fluoranthene in PM10","-6.88306","54.06611","170.0","m","rural-remote","background","03/01/1994 00:00:00","","SAM.IE.IE0090ASAMPLE2","1.6","m","0.5","m","0.0","m","","","Other sectors","","","0","","","","","","","","","","","","","","","SPP.IE.IE0090ASample2_5759","03/01/1994 00:00:00","","active","","","","","LVSauto2.3","","GC-MS","","ref","http://www.epa.ie/air/ipr","14.9","ug.m-3","No comment","http://www.epa.ie/air/ipr","1","other","1","other","http://cdr.eionet.europa.eu/ie/eu/aqd/d/envzthjka/IE_AQD_DatasetD_2023_retro_v2.xml","05/09/2024 03:02:26"
"Ireland","http://erc.epa.ie/airquality/ipr","2023","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","UTC","IE0090A","IE0090A","Monaghan Kilkitt Waterworks","SPO.IE.IE0090ASample2_606","Anthracene","-6.88306","54.06611","170.0","m","rural-remote","background","03/01/1994 00:00:00","","SAM.IE.IE0090ASAMPLE2","1.6","m","0.5","m","0.0","m","","","Other sectors","","","0","","","","","","","","","","","","","","","SPP.IE.IE0090ASample2_606","03/01/1994 00:00:00","","active","","","","","LVSauto2.3","","GC-MS","","ref","http://www.epa.ie/air/ipr","14.9","ug.m-3","No comment","http://www.epa.ie/air/ipr","1","other","1","other","http://cdr.eionet.europa.eu/ie/eu/aqd/d/envzthjka/IE_AQD_DatasetD_2023_retro_v2.xml","05/09/2024 03:02:26"
"Ireland","http://erc.epa.ie/airquality/ipr","2023","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","UTC","IE0090A","IE0090A","Monaghan Kilkitt Waterworks","SPO.IE.IE0090ASample2_622","Benzo(ghi)perylene","-6.88306","54.06611","170.0","m","rural-remote","background","03/01/1994 00:00:00","","SAM.IE.IE0090ASAMPLE2","1.6","m","0.5","m","0.0","m","","","Other sectors","","","0","","","","","","","","","","","","","","","SPP.IE.IE0090ASample2_622","03/01/1994 00:00:00","","active","","","","","LVSauto2.3","","GC-MS","","ref","http://www.epa.ie/air/ipr","14.9","ug.m-3","No comment","http://www.epa.ie/air/ipr","1","other","1","other","http://cdr.eionet.europa.eu/ie/eu/aqd/d/envzthjka/IE_AQD_DatasetD_2023_retro_v2.xml","05/09/2024 03:02:26"
"Ireland","http://erc.epa.ie/airquality/ipr","2023","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","UTC","IE0090A","IE0090A","Monaghan Kilkitt Waterworks","SPO.IE.IE0090ASample2_643","Fluoranthene","-6.88306","54.06611","170.0","m","rural-remote","background","03/01/1994 00:00:00","","SAM.IE.IE0090ASAMPLE2","1.6","m","0.5","m","0.0","m","","","Other sectors","","","0","","","","","","","","","","","","","","","SPP.IE.IE0090ASample2_643","03/01/1994 00:00:00","","active","","","","","LVSauto2.3","","GC-MS","","ref","http://www.epa.ie/air/ipr","14.9","ug.m-3","No comment","http://www.epa.ie/air/ipr","1","other","1","other","http://cdr.eionet.europa.eu/ie/eu/aqd/d/envzthjka/IE_AQD_DatasetD_2023_retro_v2.xml","05/09/2024 03:02:26"
"Ireland","http://erc.epa.ie/airquality/ipr","2023","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","UTC","IE0090A","IE0090A","Monaghan Kilkitt Waterworks","SPO.IE.IE0090ASample2_712","Phenanthrene","-6.88306","54.06611","170.0","m","rural-remote","background","03/01/1994 00:00:00","","SAM.IE.IE0090ASAMPLE2","1.6","m","0.5","m","0.0","m","","","Other sectors","","","0","","","","","","","","","","","","","","","SPP.IE.IE0090ASample2_712","03/01/1994 00:00:00","","active","","","","","LVSauto2.3","","GC-MS","","ref","http://www.epa.ie/air/ipr","14.9","ug.m-3","No comment","http://www.epa.ie/air/ipr","1","other","1","other","http://cdr.eionet.europa.eu/ie/eu/aqd/d/envzthjka/IE_AQD_DatasetD_2023_retro_v2.xml","05/09/2024 03:02:26"
"Ireland","http://erc.epa.ie/airquality/ipr","2023","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","UTC","IE0090A","IE0090A","Monaghan Kilkitt Waterworks","SPO.IE.IE0090ASample2_715","Pyrene","-6.88306","54.06611","170.0","m","rural-remote","background","03/01/1994 00:00:00","","SAM.IE.IE0090ASAMPLE2","1.6","m","0.5","m","0.0","m","","","Other sectors","","","0","","","","","","","","","","","","","","","SPP.IE.IE0090ASample2_715","03/01/1994 00:00:00","","active","","","","","LVSauto2.3","","GC-MS","","ref","http://www.epa.ie/air/ipr","14.9","ug.m-3","No comment","http://www.epa.ie/air/ipr","1","other","1","other","http://cdr.eionet.europa.eu/ie/eu/aqd/d/envzthjka/IE_AQD_DatasetD_2023_retro_v2.xml","05/09/2024 03:02:26"
"Ireland","http://erc.epa.ie/airquality/ipr","2023","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","UTC","IE0095A","IE0095A","Dublin Phoenix Park Ordnance Survey Road","SPO.IE.IE0095ASample1_5","PM10","-6.34898","53.36443","35.0","m","suburban","background","01/01/1996 00:00:00","","SAM.IE.IE0095ASAMPLE1","2.2","m","13.0","m","0.0","m","","","Other sectors","","","0","","","","","","","","","","","","","","","SPP.IE.IE0095ASample1_5","01/01/1996 00:00:00","","active","","","","","LVSauto2.3","","gravi","","ref","http://www.epa.ie/air/ipr","14.9","ug.m-3","No comment","http://www.epa.ie/air/ipr","1","other","1","other","http://cdr.eionet.europa.eu/ie/eu/aqd/d/envzthjka/IE_AQD_DatasetD_2023_retro_v2.xml","05/09/2024 03:02:26"
"Ireland","http://erc.epa.ie/airquality/ipr","2023","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","UTC","IE0095A","IE0095A","Dublin Phoenix Park Ordnance Survey Road","SPO.IE.IE0095ASample1_6001","PM2.5","-6.34898","53.36443","35.0","m","suburban","background","01/01/1996 00:00:00","","SAM.IE.IE0095ASAMPLE1","2.2","m","13.0","m","0.0","m","","","Other sectors","","","0","","","","","","","","","","","","","","","SPP.IE.IE0095ASample1_6001","01/01/1996 00:00:00","","active","","","","","LVSauto2.3","","gravi","","ref","http://www.epa.ie/air/ipr","14.9","ug.m-3","No comment","http://www.epa.ie/air/ipr","1","other","1","other","http://cdr.eionet.europa.eu/ie/eu/aqd/d/envzthjka/IE_AQD_DatasetD_2023_retro_v2.xml","05/09/2024 03:02:26"
"Ireland","http://erc.epa.ie/airquality/ipr","2023","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","UTC","IE0098A","IE0098A","Dublin Winetavern Street","SPO.IE.IE0098ASample1_1","SO2","-6.28889","53.34167","9.0","m","urban","background","01/01/1997 00:00:00","","SAM.IE.IE0098ASAMPLE1","4.9","m","31.0","m","17.0","m","","","Other sectors","","","0","","","","","","","","","","","","","","","SPP.IE.IE0098ASample1_1","01/01/1997 00:00:00","","automatic","UV-FL","","API100E","","","","","","ref","http://www.epa.ie/air/ipr","14.9","ug.m-3","No comment","http://www.epa.ie/air/ipr","1","other","1","other","http://cdr.eionet.europa.eu/ie/eu/aqd/d/envzthjka/IE_AQD_DatasetD_2023_retro_v2.xml","05/09/2024 03:02:26"
"Ireland","http://erc.epa.ie/airquality/ipr","2023","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","UTC","IE0098A","IE0098A","Dublin Winetavern Street","SPO.IE.IE0098ASample1_10","CO","-6.28889","53.34167","9.0","m","urban","traffic","01/01/1997 00:00:00","","SAM.IE.IE0098ASAMPLE1","4.9","m","31.0","m","17.0","m","","","Transport","","","0","","","","","","","","","","","","","","","SPP.IE.IE0098ASample1_10","01/01/1997 00:00:00","","automatic","IR-GFC","","API300E","","","","","","ref","http://www.epa.ie/air/ipr","14.9","ug.m-3","No comment","http://www.epa.ie/air/ipr","1","other","1","other","http://cdr.eionet.europa.eu/ie/eu/aqd/d/envzthjka/IE_AQD_DatasetD_2023_retro_v2.xml","05/09/2024 03:02:26"
"Ireland","http://erc.epa.ie/airquality/ipr","2023","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","UTC","IE0098A","IE0098A","Dublin Winetavern Street","SPO.IE.IE0098ASample1_8","NO2","-6.28889","53.34167","9.0","m","urban","traffic","01/01/1997 00:00:00","","SAM.IE.IE0098ASAMPLE1","4.9","m","31.0","m","17.0","m","","","Transport","","","0","","","","","","","","","","","","","","","SPP.IE.IE0098ASample1_8","01/01/1997 00:00:00","","automatic","chemi","","API200E","","","","","","ref","http://www.epa.ie/air/ipr","14.9","ug.m-3","No comment","http://www.epa.ie/air/ipr","1","other","1","other","http://cdr.eionet.europa.eu/ie/eu/aqd/d/envzthjka/IE_AQD_DatasetD_2023_retro_v2.xml","05/09/2024 03:02:26"
"Ireland","http://erc.epa.ie/airquality/ipr","2023","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","UTC","IE0098A","IE0098A","Dublin Winetavern Street","SPO.IE.IE0098ASample1_9","NOX as NO2","-6.28889","53.34167","9.0","m","urban","traffic","01/01/1997 00:00:00","","SAM.IE.IE0098ASAMPLE1","4.9","m","31.0","m","17.0","m","","","Transport","","","0","","","","","","","","","","","","","","","SPP.IE.IE0098ASample1_9","01/01/1997 00:00:00","","automatic","chemi","","API200E","","","","","","ref","http://www.epa.ie/air/ipr","14.9","ug.m-3","No comment","http://www.epa.ie/air/ipr","1","other","1","other","http://cdr.eionet.europa.eu/ie/eu/aqd/d/envzthjka/IE_AQD_DatasetD_2023_retro_v2.xml","05/09/2024 03:02:26"
"Ireland","http://erc.epa.ie/airquality/ipr","2023","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","UTC","IE0098A","IE0098A","Dublin Winetavern Street","SPO.IE.IE0098ASample2_351","Acenaphthene","-6.28889","53.34167","9.0","m","urban","traffic","01/01/1997 00:00:00","","SAM.IE.IE0098ASAMPLE2","4.9","m","31.0","m","17.0","m","","","Transport","","","0","","","","","","","","","","","","","","","SPP.IE.IE0098ASample2_351","01/01/1997 00:00:00","","active","","","","","LVSauto2.3","","GC-MS","","ref","http://www.epa.ie/air/ipr","14.9","ug.m-3","No comment","http://www.epa.ie/air/ipr","1","other","1","other","http://cdr.eionet.europa.eu/ie/eu/aqd/d/envzthjka/IE_AQD_DatasetD_2023_retro_v2.xml","05/09/2024 03:02:26"
"Ireland","http://erc.epa.ie/airquality/ipr","2023","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","UTC","IE0098A","IE0098A","Dublin Winetavern Street","SPO.IE.IE0098ASample2_352","Acenaphtylene","-6.28889","53.34167","9.0","m","urban","traffic","01/01/1997 00:00:00","","SAM.IE.IE0098ASAMPLE2","4.9","m","31.0","m","17.0","m","","","Transport","","","0","","","","","","","","","","","","","","","SPP.IE.IE0098ASample2_352","01/01/1997 00:00:00","","active","","","","","LVSauto2.3","","GC-MS","","ref","http://www.epa.ie/air/ipr","14.9","ug.m-3","No comment","http://www.epa.ie/air/ipr","1","other","1","other","http://cdr.eionet.europa.eu/ie/eu/aqd/d/envzthjka/IE_AQD_DatasetD_2023_retro_v2.xml","05/09/2024 03:02:26"
"Ireland","http://erc.epa.ie/airquality/ipr","2023","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","UTC","IE0098A","IE0098A","Dublin Winetavern Street","SPO.IE.IE0098ASample2_435","Fluorene","-6.28889","53.34167","9.0","m","urban","traffic","01/01/1997 00:00:00","","SAM.IE.IE0098ASAMPLE2","4.9","m","31.0","m","17.0","m","","","Transport","","","0","","","","","","","","","","","","","","","SPP.IE.IE0098ASample2_435","01/01/1997 00:00:00","","active","","","","","LVSauto2.3","","GC-MS","","ref","http://www.epa.ie/air/ipr","14.9","ug.m-3","No comment","http://www.epa.ie/air/ipr","1","other","1","other","http://cdr.eionet.europa.eu/ie/eu/aqd/d/envzthjka/IE_AQD_DatasetD_2023_retro_v2.xml","05/09/2024 03:02:26"
"Ireland","http://erc.epa.ie/airquality/ipr","2023","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","UTC","IE0098A","IE0098A","Dublin Winetavern Street","SPO.IE.IE0098ASample2_4406","Chrysene","-6.28889","53.34167","9.0","m","urban","traffic","01/01/1997 00:00:00","","SAM.IE.IE0098ASAMPLE2","4.9","m","31.0","m","17.0","m","","","Transport","","","0","","","","","","","","","","","","","","","SPP.IE.IE0098ASample2_4406","01/01/1997 00:00:00","","active","","","","","LVSauto2.3","","GC-MS","","ref","http://www.epa.ie/air/ipr","14.9","ug.m-3","No comment","http://www.epa.ie/air/ipr","1","other","1","other","http://cdr.eionet.europa.eu/ie/eu/aqd/d/envzthjka/IE_AQD_DatasetD_2023_retro_v2.xml","05/09/2024 03:02:26"
"Ireland","http://erc.epa.ie/airquality/ipr","2023","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","UTC","IE0098A","IE0098A","Dublin Winetavern Street","SPO.IE.IE0098ASample2_465","Naphtalene","-6.28889","53.34167","9.0","m","urban","traffic","01/01/1997 00:00:00","","SAM.IE.IE0098ASAMPLE2","4.9","m","31.0","m","17.0","m","","","Transport","","","0","","","","","","","","","","","","","","","SPP.IE.IE0098ASample2_465","01/01/1997 00:00:00","","active","","","","","LVSauto2.3","","GC-MS","","ref","http://www.epa.ie/air/ipr","14.9","ug.m-3","No comment","http://www.epa.ie/air/ipr","1","other","1","other","http://cdr.eionet.europa.eu/ie/eu/aqd/d/envzthjka/IE_AQD_DatasetD_2023_retro_v2.xml","05/09/2024 03:02:26"
"Ireland","http://erc.epa.ie/airquality/ipr","2023","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","UTC","IE0098A","IE0098A","Dublin Winetavern Street","SPO.IE.IE0098ASample2_5","PM10","-6.28889","53.34167","9.0","m","urban","traffic","01/01/1997 00:00:00","","SAM.IE.IE0098ASAMPLE2","4.9","m","31.0","m","17.0","m","","","Transport","","","0","","","","","","","","","","","","","","","SPP.IE.IE0098ASample2_5","01/01/1997 00:00:00","","active","","","","","LVSauto2.3","","gravi","","ref","http://www.epa.ie/air/ipr","14.9","ug.m-3","No comment","http://www.epa.ie/air/ipr","1","other","1","other","http://cdr.eionet.europa.eu/ie/eu/aqd/d/envzthjka/IE_AQD_DatasetD_2023_retro_v2.xml","05/09/2024 03:02:26"
"Ireland","http://erc.epa.ie/airquality/ipr","2023","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","UTC","IE0098A","IE0098A","Dublin Winetavern Street","SPO.IE.IE0098ASample2_5012","Pb in PM10","-6.28889","53.34167","9.0","m","urban","traffic","01/01/1997 00:00:00","","SAM.IE.IE0098ASAMPLE2","4.9","m","31.0","m","17.0","m","","","Transport","","","0","","","","","","","","","","","","","","","SPP.IE.IE0098ASample2_5012","01/01/1997 00:00:00","","active","","","","","LVSauto2.3","","ICP-MS","","ref","http://www.epa.ie/air/ipr","14.9","ug.m-3","No comment","http://www.epa.ie/air/ipr","1","other","1","other","http://cdr.eionet.europa.eu/ie/eu/aqd/d/envzthjka/IE_AQD_DatasetD_2023_retro_v2.xml","05/09/2024 03:02:26"
"Ireland","http://erc.epa.ie/airquality/ipr","2023","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","UTC","IE0098A","IE0098A","Dublin Winetavern Street","SPO.IE.IE0098ASample2_5014","Cd in PM10","-6.28889","53.34167","9.0","m","urban","traffic","01/01/1997 00:00:00","","SAM.IE.IE0098ASAMPLE2","4.9","m","31.0","m","17.0","m","","","Transport","","","0","","","","","","","","","","","","","","","SPP.IE.IE0098ASample2_5014","01/01/1997 00:00:00","","active","","","","","LVSauto2.3","","ICP-MS","","ref","http://www.epa.ie/air/ipr","14.9","ug.m-3","No comment","http://www.epa.ie/air/ipr","1","other","1","other","http://cdr.eionet.europa.eu/ie/eu/aqd/d/envzthjka/IE_AQD_DatasetD_2023_retro_v2.xml","05/09/2024 03:02:26"
"Ireland","http://erc.epa.ie/airquality/ipr","2023","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","UTC","IE0098A","IE0098A","Dublin Winetavern Street","SPO.IE.IE0098ASample2_5015","Ni in PM10","-6.28889","53.34167","9.0","m","urban","traffic","01/01/1997 00:00:00","","SAM.IE.IE0098ASAMPLE2","4.9","m","31.0","m","17.0","m","","","Transport","","","0","","","","","","","","","","","","","","","SPP.IE.IE0098ASample2_5015","01/01/1997 00:00:00","","active","","","","","LVSauto2.3","","ICP-MS","","ref","http://www.epa.ie/air/ipr","14.9","ug.m-3","No comment","http://www.epa.ie/air/ipr","1","other","1","other","http://cdr.eionet.europa.eu/ie/eu/aqd/d/envzthjka/IE_AQD_DatasetD_2023_retro_v2.xml","05/09/2024 03:02:26"
"Ireland","http://erc.epa.ie/airquality/ipr","2023","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","UTC","IE0098A","IE0098A","Dublin Winetavern Street","SPO.IE.IE0098ASample2_5018","As in PM10","-6.28889","53.34167","9.0","m","urban","traffic","01/01/1997 00:00:00","","SAM.IE.IE0098ASAMPLE2","4.9","m","31.0","m","17.0","m","","","Transport","","","0","","","","","","","","","","","","","","","SPP.IE.IE0098ASample2_5018","01/01/1997 00:00:00","","active","","","","","LVSauto2.3","","ICP-MS","","ref","http://www.epa.ie/air/ipr","14.9","ug.m-3","No comment","http://www.epa.ie/air/ipr","1","other","1","other","http://cdr.eionet.europa.eu/ie/eu/aqd/d/envzthjka/IE_AQD_DatasetD_2023_retro_v2.xml","05/09/2024 03:02:26"
"Ireland","http://erc.epa.ie/airquality/ipr","2023","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","UTC","IE0098A","IE0098A","Dublin Winetavern Street","SPO.IE.IE0098ASample2_5029","BaP in PM10","-6.28889","53.34167","9.0","m","urban","traffic","01/01/1997 00:00:00","","SAM.IE.IE0098ASAMPLE2","4.9","m","31.0","m","17.0","m","","","Transport","","","0","","","","","","","","","","","","","","","SPP.IE.IE0098ASample2_5029","01/01/1997 00:00:00","","active","","","","","LVSauto2.3","","GC-MS","","ref","http://www.epa.ie/air/ipr","14.9","ug.m-3","No comment","http://www.epa.ie/air/ipr","1","other","1","other","http://cdr.eionet.europa.eu/ie/eu/aqd/d/envzthjka/IE_AQD_DatasetD_2023_retro_v2.xml","05/09/2024 03:02:26"
"Ireland","http://erc.epa.ie/airquality/ipr","2023","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","UTC","IE0098A","IE0098A","Dublin Winetavern Street","SPO.IE.IE0098ASample2_5419","Dibenzo(ah)anthracene in PM10","-6.28889","53.34167","9.0","m","urban","traffic","01/01/1997 00:00:00","","SAM.IE.IE0098ASAMPLE2","4.9","m","31.0","m","17.0","m","","","Transport","","","0","","","","","","","","","","","","","","","SPP.IE.IE0098ASample2_5419","01/01/1997 00:00:00","","active","","","","","LVSauto2.3","","GC-MS","","ref","http://www.epa.ie/air/ipr","14.9","ug.m-3","No comment","http://www.epa.ie/air/ipr","1","other","1","other","http://cdr.eionet.europa.eu/ie/eu/aqd/d/envzthjka/IE_AQD_DatasetD_2023_retro_v2.xml","05/09/2024 03:02:26"
"Ireland","http://erc.epa.ie/airquality/ipr","2023","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","UTC","IE0098A","IE0098A","Dublin Winetavern Street","SPO.IE.IE0098ASample2_5610","Benzo(a)anthracene in PM10","-6.28889","53.34167","9.0","m","urban","traffic","01/01/1997 00:00:00","","SAM.IE.IE0098ASAMPLE2","4.9","m","31.0","m","17.0","m","","","Transport","","","0","","","","","","","","","","","","","","","SPP.IE.IE0098ASample2_5610","01/01/1997 00:00:00","","active","","","","","LVSauto2.3","","GC-MS","","ref","http://www.epa.ie/air/ipr","14.9","ug.m-3","No comment","http://www.epa.ie/air/ipr","1","other","1","other","http://cdr.eionet.europa.eu/ie/eu/aqd/d/envzthjka/IE_AQD_DatasetD_2023_retro_v2.xml","05/09/2024 03:02:26"
"Ireland","http://erc.epa.ie/airquality/ipr","2023","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","UTC","IE0098A","IE0098A","Dublin Winetavern Street","SPO.IE.IE0098ASample2_5617","Benzo(b)fluoranthene in PM10","-6.28889","53.34167","9.0","m","urban","traffic","01/01/1997 00:00:00","","SAM.IE.IE0098ASAMPLE2","4.9","m","31.0","m","17.0","m","","","Transport","","","0","","","","","","","","","","","","","","","SPP.IE.IE0098ASample2_5617","01/01/1997 00:00:00","","active","","","","","LVSauto2.3","","GC-MS","","ref","http://www.epa.ie/air/ipr","14.9","ug.m-3","No comment","http://www.epa.ie/air/ipr","1","other","1","other","http://cdr.eionet.europa.eu/ie/eu/aqd/d/envzthjka/IE_AQD_DatasetD_2023_retro_v2.xml","05/09/2024 03:02:26"
"Ireland","http://erc.epa.ie/airquality/ipr","2023","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","UTC","IE0098A","IE0098A","Dublin Winetavern Street","SPO.IE.IE0098ASample2_5626","Benzo(k)fluoranthene in PM10","-6.28889","53.34167","9.0","m","urban","traffic","01/01/1997 00:00:00","","SAM.IE.IE0098ASAMPLE2","4.9","m","31.0","m","17.0","m","","","Transport","","","0","","","","","","","","","","","","","","","SPP.IE.IE0098ASample2_5626","01/01/1997 00:00:00","","active","","","","","LVSauto2.3","","GC-MS","","ref","http://www.epa.ie/air/ipr","14.9","ug.m-3","No comment","http://www.epa.ie/air/ipr","1","other","1","other","http://cdr.eionet.europa.eu/ie/eu/aqd/d/envzthjka/IE_AQD_DatasetD_2023_retro_v2.xml","05/09/2024 03:02:26"
"Ireland","http://erc.epa.ie/airquality/ipr","2023","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","UTC","IE0098A","IE0098A","Dublin Winetavern Street","SPO.IE.IE0098ASample2_5655","Indeno-(1,2,3-cd)pyrene in PM","-6.28889","53.34167","9.0","m","urban","traffic","01/01/1997 00:00:00","","SAM.IE.IE0098ASAMPLE2","4.9","m","31.0","m","17.0","m","","","Transport","","","0","","","","","","","","","","","","","","","SPP.IE.IE0098ASample2_5655","01/01/1997 00:00:00","","active","","","","","LVSauto2.3","","GC-MS","","ref","http://www.epa.ie/air/ipr","14.9","ug.m-3","No comment","http://www.epa.ie/air/ipr","1","other","1","other","http://cdr.eionet.europa.eu/ie/eu/aqd/d/envzthjka/IE_AQD_DatasetD_2023_retro_v2.xml","05/09/2024 03:02:26"
"Ireland","http://erc.epa.ie/airquality/ipr","2023","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","UTC","IE0098A","IE0098A","Dublin Winetavern Street","SPO.IE.IE0098ASample2_5759","Benzo(j)fluoranthene in PM10","-6.28889","53.34167","9.0","m","urban","traffic","01/01/1997 00:00:00","","SAM.IE.IE0098ASAMPLE2","4.9","m","31.0","m","17.0","m","","","Transport","","","0","","","","","","","","","","","","","","","SPP.IE.IE0098ASample2_5759","01/01/1997 00:00:00","","active","","","","","LVSauto2.3","","GC-MS","","ref","http://www.epa.ie/air/ipr","14.9","ug.m-3","No comment","http://www.epa.ie/air/ipr","1","other","1","other","http://cdr.eionet.europa.eu/ie/eu/aqd/d/envzthjka/IE_AQD_DatasetD_2023_retro_v2.xml","05/09/2024 03:02:26"
"Ireland","http://erc.epa.ie/airquality/ipr","2023","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","UTC","IE0098A","IE0098A","Dublin Winetavern Street","SPO.IE.IE0098ASample2_606","Anthracene","-6.28889","53.34167","9.0","m","urban","traffic","01/01/1997 00:00:00","","SAM.IE.IE0098ASAMPLE2","4.9","m","31.0","m","17.0","m","","","Transport","","","0","","","","","","","","","","","","","","","SPP.IE.IE0098ASample2_606","01/01/1997 00:00:00","","active","","","","","LVSauto2.3","","GC-MS","","ref","http://www.epa.ie/air/ipr","14.9","ug.m-3","No comment","http://www.epa.ie/air/ipr","1","other","1","other","http://cdr.eionet.europa.eu/ie/eu/aqd/d/envzthjka/IE_AQD_DatasetD_2023_retro_v2.xml","05/09/2024 03:02:26"
"Ireland","http://erc.epa.ie/airquality/ipr","2023","NET.IE001","Ireland Air Quality e-Reporting monitoring network for compliance and informative reporting","UTC","IE0098A","IE0098A","Dublin Winetavern Street","SPO.IE.IE0098ASample2_622","Benzo(ghi)perylene","-6.28889","53.34167","9.0","m","urban","traffic","01/01/1997 00:00:00","","SAM.IE.IE0098ASAMPLE2","4.9","m","31.0","m","17.0","m","","","Transport","","","0","","","","","","","","","","","","","","","SPP.IE.IE0098ASample2_622","01/01/1997 00:00:00","","active","","","","","LVSauto2.3","","GC-MS","","ref","http://www.epa.ie/air/ipr","14.9","ug.m-3","No comment","http://www.epa.ie/air/ipr","1","other","1","other","http://cdr.eionet.europa.eu/ie/eu/aqd/d/envzthjka/IE_AQD_DatasetD_2023_retro_v2.xml","05/09/2024 03:02:26"
